,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 1,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 2,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 3,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 4,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 5,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 6,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 7,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 8,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 9,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 10,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
,REV,,100.00,,LEGACY ORDER ENTRY,52519,SIEBEL,100000019653855,Order Line 11,,,,,,,,,,,,01,000,4110,0000,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vision Operations,END
